analyte,setup_id,method,n_components,requested_n_components,score_trend_degree,score_trend_degree_effective,smooth_window,smooth_polyorder,grid_points,scope,technique,sweep,electrode,n_concentrations,n_voltages,cumulative_explained_variance_ratio,avg_abs_pc_pearson,avg_abs_pc_spearman,avg_pc_trend_r2,pc_pearson_r,pc_spearman_r,pc_trend_r2,pc_explained_variance_ratio,rmse_uA,mae_uA,max_abs_residual_uA,normalized_rmse,r2,condition_codes,concentration_values_uM,per_condition_rmse_uA,per_condition_mae_uA,per_condition_r2
AA,1,pcr,1,1,1,1,0,0,0,electrode,cv_normal,cathodic,E7,4,1000,0.977913387997,0.998763324833,1,0.997528179031,0.998763324833,1,0.997528179031,0.977913387997,0.0513910003118,0.0347900061773,0.394943608395,0.00873016687252,0.994392600953,101;102;103;104,0;100;200;400,0.0573210129424;0.0624461592864;0.0458566249023;0.0357223777257,0.0382839117679;0.0450345723647;0.0320157806841;0.0238257598924,0.991657990445;0.985995775199;0.994128829404;0.997832647966
AA,1,pcr,1,1,1,1,0,0,0,mean,cv_gc,anodic,mean,4,1001,0.998904004024,0.999664609335,1,0.999329331157,0.999664609335,1,0.999329331157,0.998904004024,0.0212023440235,0.0132108544018,0.1450867922,0.00358350485891,0.999462022166,101;102;103;104,0;100;200;400,0.0175178072915;0.0129129740009;0.0328768105375;0.0156094339227,0.0128009104417;0.00738192751998;0.0217826146051;0.0108779650405,0.999297094983;0.999652653216;0.998153722863;0.999801133791
AA,1,pcr,1,1,1,1,0,0,0,mean,cv_gc,cathodic,mean,4,1000,0.998110927113,0.99950979993,1,0.999019840156,0.99950979993,1,0.999019840156,0.998110927113,0.0154082661735,0.00831659634083,0.145143649965,0.00259546982675,0.99952084833,101;102;103;104,0;100;200;400,0.0124947210305;0.00605496664645;0.0249055999635;0.0116871331655,0.00726264874685;0.00460189985135;0.014500521509;0.00690131525609,0.999539703436;0.99989962611;0.998463765875;0.99979678394
AA,1,pcr,1,1,1,1,0,0,0,mean,cv_normal,anodic,mean,4,1001,0.982716875732,0.997998180727,1,0.996000368735,0.997998180727,1,0.996000368735,0.982716875732,0.0664626779644,0.043133666663,0.407134531164,0.0123634242598,0.993707084715,101;102;103;104,0;100;200;400,0.0729399142606;0.0499195600715;0.0874288053382;0.0470442416866,0.0414564088838;0.0313397687307;0.0665485283704;0.0331899606673,0.988426144869;0.993446811513;0.983373903166;0.997791431787
AA,1,pcr,1,1,1,1,0,0,0,mean,cv_normal,cathodic,mean,4,1000,0.974805275208,0.996269599232,1,0.992553114353,0.996269599232,1,0.992553114353,0.974805275208,0.0538248139886,0.0375608002976,0.363598278803,0.00983415959231,0.992943133511,101;102;103;104,0;100;200;400,0.0596396443713;0.0703501664725;0.0413798389164;0.0370151081511,0.0433809026201;0.0542687322629;0.0289989997274;0.0235945665801,0.989790845389;0.979643867102;0.994616152007;0.997343185954
AA,2,pcr,1,1,2,2,0,0,0,electrode,cv_gc,anodic,E1,4,1001,0.999038235731,0.99984328256,1,0.999835699282,0.99984328256,1,0.999835699282,0.999038235731,0.0203199343579,0.0121483642567,0.129283498141,0.00360864770425,0.999565371252,101;102;103;104,0;100;200;400,0.0201856677436;0.0212842836098;0.0248966248586;0.0130872108889,0.0127461855925;0.0142228569951;0.0138211079645;0.00780330647458,0.998840176328;0.998918957815;0.998997669656;0.999888238752
AA,2,pcr,1,1,2,2,0,0,0,electrode,cv_gc,anodic,E3,4,1001,0.998226012321,0.999444660593,1,0.99890937417,0.999444660593,1,0.99890937417,0.998226012321,0.022469237419,0.0144861367054,0.154864546741,0.00380544286883,0.999297324496,101;102;103;104,0;100;200;400,0.0182431363988;0.0241369175955;0.0303744703236;0.0134705329015,0.0129241957009;0.0200257260177;0.0181870248417;0.00680760026119,0.999260999689;0.998774248821;0.998269106817;0.999815963843
AA,2,pcr,1,1,2,2,0,0,0,electrode,cv_gc,anodic,E5,4,1001,0.998890351811,0.999201129993,1,0.99998036144,0.999201129993,1,0.99998036144,0.998890351811,0.0166108679526,0.00951748566602,0.131923852064,0.00278710514482,0.999667547344,101;102;103;104,0;100;200;400,0.0116949025128;0.0138993506496;0.0257143812358;0.0106062076613,0.00699734534437;0.0102166231729;0.0147892929594;0.00606668118743,0.999697165376;0.999610661677;0.998869201548;0.999905906303
AA,2,pcr,1,1,2,2,0,0,0,electrode,cv_gc,anodic,E7,4,1001,0.998887129704,0.999387070646,1,0.999836774556,0.999387070646,1,0.999836774556,0.998887129704,0.0178355225691,0.00945998654798,0.125988121927,0.00289007544101,0.999638808707,101;102;103;104,0;100;200;400,0.0135463481501;0.0171772259685;0.0260353719254;0.0107713615566,0.00866526519004;0.0117320920677;0.0117903754866;0.00565221344766,0.999633286651;0.99945659899;0.998919981958;0.999907163081
AA,2,pcr,1,1,2,2,0,0,0,electrode,cv_gc,cathodic,E1,4,1000,0.998447270511,0.999828075239,1,0.999747221058,0.999828075239,1,0.999747221058,0.998447270511,0.0147457627061,0.00843184343899,0.130697287117,0.00261872217694,0.999576955115,101;102;103;104,0;100;200;400,0.0151724360298;0.0121854174176;0.0194042725139;0.0107021991493,0.00955431076017;0.0102018849239;0.00837944085859;0.00559173721333,0.999178223561;0.999532566804;0.999054297467;0.999851304769
AA,2,pcr,1,1,2,2,0,0,0,electrode,cv_gc,cathodic,E3,4,1000,0.996273758844,0.999110643301,1,0.998388366545,0.999110643301,1,0.998388366545,0.996273758844,0.0173168397775,0.0103250500222,0.152044036427,0.00292825807489,0.999342920717,101;102;103;104,0;100;200;400,0.0151518401122;0.0156442106979;0.0243886551851;0.0114177787083,0.0107518940845;0.0134541948549;0.0119873769787;0.00510673417062,0.99935384829;0.999332096681;0.998449128062;0.999775848537
AA,2,pcr,1,1,2,2,0,0,0,electrode,cv_gc,cathodic,E5,4,1000,0.998241274109,0.998926654507,1,0.999999874871,0.998926654507,1,0.999999874871,0.998241274109,0.0118821763718,0.00633986845763,0.129215594814,0.00198449709758,0.999716145371,101;102;103;104,0;100;200;400,0.00834898129257;0.00680444964465;0.0195479352382;0.00816190331056,0.00544291667069;0.00491487960221;0.0104234051352;0.00457827242246,0.999799140503;0.999876664768;0.99906023681;0.999899917795
AA,2,pcr,1,1,2,2,0,0,0,electrode,cv_gc,cathodic,E7,4,1000,0.998311537095,0.999206096504,1,0.999621387345,0.999206096504,1,0.999621387345,0.998311537095,0.0129260408941,0.00734661624006,0.12553139195,0.00208004777595,0.99968411643,101;102;103;104,0;100;200;400,0.00915167211187;0.01062966746;0.0201164513217;0.00818019475631,0.00698092304824;0.00860319164595;0.00924876612785;0.0045535841382,0.999778818134;0.999723375962;0.999072774398;0.999903673292
AA,2,pcr,1,1,2,2,0,0,0,electrode,cv_normal,anodic,E1,4,1001,0.977033478165,0.986181987104,1,0.97368727996,0.986181987104,1,0.97368727996,0.977033478165,0.0847266460503,0.0598830894692,0.319497960391,0.0174989974907,0.987040926995,101;102;103;104,0;100;200;400,0.0705318453608;0.111069422649;0.0990319136155;0.0399492231681,0.0465304246891;0.0867071289178;0.0800337709604;0.0262610333094,0.986229987977;0.960901538659;0.974711277118;0.998004325772
AA,2,pcr,1,1,2,2,0,0,0,electrode,cv_normal,anodic,E3,4,1001,0.972256562843,0.998256703378,1,0.998164501048,0.998256703378,1,0.998164501048,0.972256562843,0.0703670557724,0.0387778031729,0.47490551399,0.0129035732075,0.992409999423,101;102;103;104,0;100;200;400,0.0809935787824;0.0557887273662;0.0875279182236;0.0497253635342,0.0419719220266;0.035932969019;0.0515818377415;0.0256244839046,0.986767117565;0.992025972731;0.98211826015;0.997220227093
AA,2,pcr,1,1,2,2,0,0,0,electrode,cv_normal,anodic,E5,4,1001,0.988150844006,0.999286253598,1,0.999925985198,0.999286253598,1,0.999925985198,0.988150844006,0.0563543914561,0.0305462275032,0.369835445804,0.0102128291874,0.996004705081,101;102;103;104,0;100;200;400,0.0657071482856;0.04261574036;0.0701278206987;0.0406426850411,0.0358043302173;0.0234250742054;0.0401409262903;0.0228145793,0.990643797493;0.995438243432;0.990347190145;0.99857362988
