day,condition,condition_code,dopamine_uM,ascorbic_acid_uM,uric_acid_uM,technique,sweep,n_points,rmse_uA,mae_uA,max_abs_residual_uA,normalized_rmse,r2,superposition_mode,baseline_source,linear_correction,gaussian_correction,linear_edge_fraction,linear_left_range_v,linear_right_range_v,gaussian_fit_start_v,gaussian_center_v,gaussian_sigma_v,gaussian_fit_mode
2,10,210,10,100,100,cv_gc,cathodic,1000,1.49050093895,0.355834178225,12.9836666777,2.00367134844,-64.0246659713,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,11,211,10,200,100,cv_normal,anodic,1001,0.258457010277,0.187124828741,0.783349954011,0.164494620021,0.538668117053,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,11,211,10,200,100,cv_normal,cathodic,1000,0.195466129348,0.143028154377,0.662525743065,0.31406772634,-0.785144121513,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,11,211,10,200,100,cv_gc,anodic,1001,1.75450553334,0.465949433859,15.2808508462,0.932338675444,-15.6396991414,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,11,211,10,200,100,cv_gc,cathodic,1000,1.4883176629,0.379220300239,12.9479738017,1.63032145114,-46.1294871448,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,12,212,10,400,100,cv_normal,anodic,1001,0.650250737313,0.479781103312,1.76509866856,0.205728964847,0.189576187658,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,12,212,10,400,100,cv_normal,cathodic,1000,0.312126617138,0.227825625806,0.782652245081,0.318969810464,-0.837642119186,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,12,212,10,400,100,cv_gc,anodic,1001,1.844586052,0.682154464547,15.3607434316,0.517139122709,-4.20596745812,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,12,212,10,400,100,cv_gc,cathodic,1000,1.48690989256,0.426526706842,12.8807419728,1.23224679571,-25.594594573,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,13,213,20,0,100,cv_normal,anodic,1001,0.19284753212,0.148717427319,0.424902339789,0.766630673365,-19.2018474529,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,13,213,20,0,100,cv_normal,cathodic,1000,0.083587624545,0.0675334972078,0.353050334953,0.404136007816,-1.48831563263,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,13,213,20,0,100,cv_gc,anodic,1001,3.07678449744,0.832927056129,27.5308430188,14.666680355,-4927.30768048,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,13,213,20,0,100,cv_gc,cathodic,1000,2.6547139417,0.601261798,23.7108446026,10.6735881625,-1646.47181173,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,14,214,20,100,100,cv_normal,anodic,1001,0.205759371517,0.179527031443,0.423106745598,0.453666741564,-1.50978335591,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,14,214,20,100,100,cv_normal,cathodic,1000,0.0905065344261,0.072108928158,0.373826456571,0.42889680759,-0.594784234142,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,14,214,20,100,100,cv_gc,anodic,1001,3.05882494033,0.886547123985,27.3792844087,6.39515591351,-499.443428211,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,14,214,20,100,100,cv_gc,cathodic,1000,2.64569471093,0.627602607808,23.6394310914,9.32569502478,-954.08126859,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,15,215,20,200,100,cv_normal,anodic,1001,0.204004516663,0.181470861347,0.340875718679,0.278261332338,0.102309519477,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,15,215,20,200,100,cv_normal,cathodic,1000,0.0967950607585,0.075596621996,0.448349262045,0.307438144659,0.0936419892719,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
2,15,215,20,200,100,cv_gc,anodic,1001,3.05636730668,0.903290583454,27.3332451583,3.91274693431,-172.892714304,full_curve_sum,mean,True,True,0.08,"0.10,0.15","0.60,0.68",0.7,0.9,0.08,optimize
